,THING_ID,RA,DEC,Z_VI,BAL_FLAG_VI
116076,425381021,160.6691206667081,38.639344601594075,2.167,0
116078,391016653,160.67021252316664,33.09402383713818,2.52347731590271,0
116080,327775629,160.67126516483,24.851958828582298,1.026347279548645,0
116082,349283021,160.67284584108768,27.504552356737133,2.3566458225250244,0
116089,429279034,160.6750547684493,39.22147501336427,1.6795966625213623,0
116090,295349405,160.6758076345646,20.91957743523231,1.359,0
116091,377794845,160.67669851714047,31.12033320970999,4.703091144561768,0
116093,357817416,160.67802774117155,28.452019261634852,1.5321427583694458,0
116103,344107464,160.6848343497653,26.81111517338717,2.425,0
116108,325871095,160.68681805164712,24.721141465087875,2.54929256439209,0
116110,325871097,160.68842270617515,24.72348219459757,2.2239737510681152,0
116116,316555550,160.69152013010014,23.6232140828878,2.5312719345092773,0
116124,313116385,160.69382810707498,23.064675016306328,1.2978273630142212,0
116129,368210408,160.69717827522203,29.739903368155744,0.7548879384994507,0
